word,type,pos,stemmed,priorpolarity
fortunate,strongsubj,anypos,y,positive
fortunately,strongsubj,anypos,y,positive
fortune,strongsubj,adj,n,positive
fortune,strongsubj,noun,n,positive
foul,strongsubj,adj,n,negative
foul,strongsubj,adverb,n,negative
foul,weaksubj,verb,y,negative
foully,strongsubj,adverb,n,negative
foulness,strongsubj,noun,n,negative
fractious,strongsubj,adj,n,negative
fractiously,strongsubj,anypos,n,negative
fracture,weaksubj,noun,n,negative
fracture,weaksubj,verb,y,negative
fragile,weaksubj,adj,n,negative
fragile,weaksubj,noun,n,negative
fragmented,weaksubj,adj,n,negative
fragrant,strongsubj,adj,n,positive
frail,weaksubj,adj,n,negative
frank,strongsubj,adj,n,positive
frankly,strongsubj,anypos,n,neutral
frantic,strongsubj,adj,n,negative
frantically,strongsubj,anypos,n,negative
franticly,strongsubj,anypos,n,negative
fraternize,strongsubj,verb,y,negative
fraud,weaksubj,adj,n,negative
fraud,weaksubj,noun,n,negative
fraudulent,weaksubj,adj,n,negative
fraught,strongsubj,adj,n,negative
fraught,strongsubj,noun,n,negative
freak,strongsubj,noun,n,negative
freak,strongsubj,verb,y,negative
freakish,strongsubj,adj,n,negative
freakish,strongsubj,anypos,n,negative
freakish,strongsubj,anypos,y,negative
freakishly,strongsubj,anypos,n,negative
frazzle,strongsubj,noun,n,negative
frazzle,strongsubj,verb,y,negative
frazzled,strongsubj,adj,n,negative
free,weaksubj,adj,n,positive
freedom,weaksubj,adj,n,positive
freedom,weaksubj,noun,n,positive
freedoms,weaksubj,adj,n,positive
freedoms,weaksubj,noun,n,positive
frenetic,strongsubj,adj,n,negative
frenetically,strongsubj,anypos,n,negative
frenzied,strongsubj,adj,n,negative
frenzy,strongsubj,noun,n,negative
frequent,weaksubj,adj,n,neutral
fresh,weaksubj,adj,n,positive
fret,strongsubj,verb,y,negative
fretful,strongsubj,adj,n,negative
friction,strongsubj,adj,n,negative
friction,strongsubj,noun,n,negative
frictions,strongsubj,adj,n,negative
frictions,strongsubj,noun,n,negative
friend,weaksubj,adj,n,positive
friend,weaksubj,noun,n,positive
friendliness,strongsubj,adj,n,positive
friendliness,strongsubj,noun,n,positive
friendly,strongsubj,adj,n,positive
friends,weaksubj,adj,n,positive
friends,weaksubj,noun,n,positive
friendship,weaksubj,adj,n,positive
friendship,weaksubj,noun,n,positive
friggin,strongsubj,anypos,n,negative
fright,strongsubj,anypos,y,negative
fright,strongsubj,noun,n,negative
frighten,strongsubj,verb,y,negative
frightening,strongsubj,adj,n,negative
frighteningly,strongsubj,adj,n,negative
frighteningly,strongsubj,anypos,n,negative
frightful,strongsubj,adj,n,negative
frightfully,strongsubj,anypos,n,negative
frigid,weaksubj,adj,n,negative
frivolous,strongsubj,adj,n,negative
frolic,strongsubj,verb,y,positive
frown,strongsubj,adj,n,negative
frown,strongsubj,noun,n,negative
frozen,weaksubj,adj,n,negative
fruitful,weaksubj,adj,n,positive
fruitless,strongsubj,adj,n,negative
fruitlessly,strongsubj,anypos,n,negative
fumble,weaksubj,verb,y,negative
fun,strongsubj,verb,y,negative
frustrate,strongsubj,verb,y,negative
frustrated,strongsubj,adj,n,negative
frustrating,strongsubj,adj,n,negative
frustrating,strongsubj,anypos,n,negative
frustratingly,strongsubj,anypos,n,negative
frustration,strongsubj,noun,n,negative
fudge,strongsubj,adj,n,negative
fudge,strongsubj,noun,n,negative
fudge,strongsubj,verb,y,negative
fugitive,weaksubj,adj,n,negative
fulfillment,weaksubj,adj,n,positive
fulfillment,weaksubj,noun,n,positive
full,weaksubj,adj,n,neutral
fully,weaksubj,adverb,n,neutral
full-blown,weaksubj,adj,n,negative
full-fledged,weaksubj,adj,n,positive
full-scale,weaksubj,adj,n,neutral
fulminate,strongsubj,verb,y,negative
fume,strongsubj,verb,y,negative
fun,strongsubj,adj,n,positive
functional,weaksubj,adj,n,positive
fundamental,strongsubj,adj,n,neutral
fundamentally,strongsubj,adverb,n,neutral
fundamentalism,weaksubj,adj,n,negative
fundamentalism,weaksubj,noun,n,negative
funded,weaksubj,adj,n,neutral
funny,strongsubj,adj,n,positive
funny,strongsubj,anypos,y,positive
furious,strongsubj,adj,n,negative
furiously,strongsubj,anypos,n,negative
furor,strongsubj,noun,n,negative
further,weaksubj,anypos,y,neutral
furthermore,strongsubj,anypos,y,neutral
fury,strongsubj,noun,n,negative
fuss,strongsubj,adj,n,negative
fuss,strongsubj,noun,n,negative
fuss,strongsubj,verb,y,negative
fustigate,strongsubj,verb,y,negative
fussy,strongsubj,anypos,n,negative
fusty,strongsubj,adj,n,negative
futile,strongsubj,adj,n,negative
futilely,strongsubj,anypos,n,negative
futility,strongsubj,noun,n,negative
fuzzy,weaksubj,adj,n,negative
gabble,strongsubj,verb,y,negative
gaff,strongsubj,noun,n,negative
gaffe,strongsubj,noun,n,negative
gaiety,strongsubj,noun,n,positive
gaily,strongsubj,adverb,n,positive
gain,weaksubj,noun,n,positive
gain,weaksubj,verb,y,positive
gainful,strongsubj,adj,n,positive
gainfully,strongsubj,adverb,n,positive
gainsay,strongsubj,verb,y,negative
gainsayer,strongsubj,noun,n,negative
gaga,strongsubj,anypos,n,negative
gaggle,strongsubj,verb,y,negative
gall,strongsubj,verb,y,negative
gallant,strongsubj,adj,n,positive
gallantly,strongsubj,adverb,n,positive
galling,strongsubj,adj,n,negative
gallingly,strongsubj,adverb,n,negative
galore,strongsubj,anypos,n,positive
galvanize,weaksubj,verb,y,neutral
gamble,weaksubj,noun,n,negative
gamble,weaksubj,verb,y,negative
game,weaksubj,adj,n,negative
gape,strongsubj,verb,y,negative
garbage,weaksubj,adj,n,negative
garbage,weaksubj,noun,n,negative
garish,strongsubj,adj,n,negative
gasp,strongsubj,adj,n,negative
gasp,strongsubj,noun,n,negative
gauche,strongsubj,adj,n,negative
gaudy,strongsubj,adj,n,negative
gawk,strongsubj,verb,y,negative
gawky,strongsubj,adj,n,negative
geezer,strongsubj,anypos,y,negative
gem,weaksubj,adj,n,positive
gem,weaksubj,noun,n,positive
gems,weaksubj,adj,n,positive
gems,weaksubj,noun,n,positive
generosity,strongsubj,noun,n,positive
generous,strongsubj,adj,n,positive
generously,strongsubj,adj,n,positive
genial,weaksubj,adj,n,positive
genius,strongsubj,noun,n,positive
genocide,strongsubj,adj,n,negative
genocide,strongsubj,noun,n,negative
gentle,weaksubj,adj,n,positive
genuine,weaksubj,adj,n,positive
germane,weaksubj,adj,n,positive
gestures,weaksubj,adj,n,neutral
gestures,weaksubj,noun,n,neutral
get-rich,strongsubj,adj,n,negative
get-rich,strongsubj,noun,n,negative
ghastly,strongsubj,adj,n,negative
ghetto,weaksubj,noun,n,negative
giant,weaksubj,adj,n,neutral
giant,weaksubj,noun,n,neutral
giants,weaksubj,adj,n,neutral
giants,weaksubj,noun,n,neutral
gibber,strongsubj,verb,y,negative
gibberish,strongsubj,anypos,n,negative
gibe,strongsubj,verb,y,negative
giddy,strongsubj,adj,n,positive
gifted,strongsubj,adj,n,positive
gigantic,weaksubj,adj,n,neutral
glad,strongsubj,adj,n,positive
gladden,strongsubj,verb,y,positive
gladly,strongsubj,adverb,n,positive
gladness,strongsubj,noun,n,positive
glamorous,strongsubj,adj,n,positive
glare,strongsubj,noun,n,negative
glare,strongsubj,verb,y,negative
glaring,strongsubj,adj,n,negative
glaringly,strongsubj,adverb,n,negative
glean,strongsubj,verb,y,neutral
glee,strongsubj,noun,n,positive
gleeful,strongsubj,anypos,n,positive
gleefully,strongsubj,anypos,n,positive
glib,strongsubj,adj,n,negative
glibly,strongsubj,adverb,n,negative
glimmer,strongsubj,adj,n,positive
glimmer,strongsubj,noun,n,positive
glimmer,strongsubj,verb,y,positive
glimmering,strongsubj,anypos,n,positive
glisten,strongsubj,adj,n,positive
glisten,strongsubj,verb,y,positive
glistening,strongsubj,anypos,n,positive
glitch,weaksubj,noun,n,negative
glitter,strongsubj,adj,n,positive
glitter,strongsubj,verb,y,positive
gloat,strongsubj,verb,y,both
gloatingly,strongsubj,adverb,n,negative
gloom,strongsubj,noun,n,negative
gloomy,strongsubj,adj,n,negative
glorify,strongsubj,verb,y,positive
glorious,strongsubj,adj,n,positive
gloriously,strongsubj,anypos,n,positive
glory,strongsubj,noun,n,positive
glory,strongsubj,verb,y,positive
gloss,strongsubj,verb,y,negative
glossy,strongsubj,adj,n,positive
glow,strongsubj,verb,y,positive
glower,strongsubj,verb,y,negative
glowing,strongsubj,anypos,y,positive
glowingly,strongsubj,anypos,n,positive
glum,strongsubj,adj,n,negative
glut,weaksubj,noun,n,negative
gnawing,weaksubj,anypos,n,negative
go-ahead,weaksubj,adj,n,positive
go-ahead,weaksubj,noun,n,positive
goad,strongsubj,verb,y,negative
goading,strongsubj,adj,n,negative
god-awful,strongsubj,anypos,n,negative
god-given,strongsubj,anypos,n,positive
goddam,strongsubj,anypos,n,negative
goddamn,strongsubj,anypos,n,negative
godlike,strongsubj,anypos,n,positive
gold,weaksubj,noun,n,positive
golden,weaksubj,adj,n,positive
good,weaksubj,anypos,n,positive
goodly,weaksubj,adverb,n,positive
goodness,strongsubj,noun,n,positive
goodwill,strongsubj,adj,n,positive
goodwill,strongsubj,noun,n,positive
goof,strongsubj,noun,n,negative
goof,strongsubj,verb,y,negative
gorgeous,strongsubj,adj,n,positive
gorgeously,strongsubj,anypos,n,positive
gossip,strongsubj,adj,n,negative
gossip,strongsubj,noun,n,negative
gossip,strongsubj,verb,y,negative
grace,strongsubj,noun,n,positive
graceful,strongsubj,adj,n,positive
gracefully,strongsubj,adverb,n,positive
graceless,strongsubj,adj,n,negative
gracelessly,strongsubj,adverb,n,negative
gracious,strongsubj,adj,n,positive
graciously,strongsubj,adverb,n,positive
graciousness,strongsubj,noun,n,positive
graft,weaksubj,noun,n,negative
grail,weaksubj,adj,n,positive
grail,weaksubj,noun,n,positive
grand,weaksubj,adj,n,positive
grandeur,strongsubj,noun,n,positive
grandiose,strongsubj,adj,n,negative
grapple,weaksubj,verb,y,negative
grate,strongsubj,verb,y,negative
grateful,strongsubj,adj,n,positive
grateful,strongsubj,anypos,n,positive
gratefully,strongsubj,anypos,n,positive
gratification,strongsubj,noun,n,positive
gratify,strongsubj,verb,y,positive
gratifying,strongsubj,anypos,n,positive
gratifyingly,strongsubj,anypos,n,positive
grating,strongsubj,adj,n,negative
gratitude,strongsubj,adj,n,positive
gratitude,strongsubj,noun,n,positive
gratuitous,strongsubj,adj,n,negative
gratuitous,strongsubj,noun,n,negative
gratuitously,strongsubj,anypos,y,negative
grave,strongsubj,adj,n,negative
gravely,strongsubj,adverb,n,negative
great,strongsubj,adj,n,positive
greatest,strongsubj,adj,n,positive
greatly,strongsubj,adverb,n,neutral
greatness,strongsubj,noun,n,positive
greed,strongsubj,noun,n,negative
greedy,strongsubj,adj,n,negative
greet,strongsubj,verb,y,positive
grief,strongsubj,noun,n,negative
grievance,strongsubj,noun,n,negative
grievances,strongsubj,adj,n,negative
grievances,strongsubj,noun,n,negative
grieve,strongsubj,verb,y,negative
grieving,strongsubj,adj,n,negative
grievous,strongsubj,anypos,n,negative
grievously,strongsubj,anypos,n,negative
grill,weaksubj,verb,y,negative
grim,strongsubj,adj,n,negative
grimace,strongsubj,verb,y,negative
grin,strongsubj,anypos,y,positive
grind,strongsubj,adj,n,negative
grind,strongsubj,noun,n,negative
gripe,strongsubj,noun,n,negative
gripe,strongsubj,verb,y,negative
grisly,strongsubj,adj,n,negative
grit,strongsubj,adj,n,positive
grit,strongsubj,noun,n,positive
gritty,weaksubj,adj,n,negative
groove,weaksubj,verb,y,positive
gross,weaksubj,adj,n,negative
grossly,strongsubj,anypos,n,negative
grotesque,strongsubj,adj,n,negative
grouch,strongsubj,noun,n,negative
grouchy,strongsubj,adj,n,negative
groundbreaking,strongsubj,adj,n,positive
groundbreaking,strongsubj,noun,n,positive
groundless,strongsubj,adj,n,negative
grouse,strongsubj,verb,y,negative
growing,weaksubj,adj,n,neutral
growl,strongsubj,verb,y,negative
grudge,strongsubj,anypos,y,negative
grudges,strongsubj,adj,n,negative
grudges,strongsubj,noun,n,negative
grudging,strongsubj,anypos,n,negative
grudgingly,strongsubj,anypos,y,negative
gruesome,strongsubj,anypos,n,negative
gruesomely,strongsubj,anypos,n,negative
gruff,strongsubj,adj,n,negative
grumble,strongsubj,verb,y,negative
guarantee,weaksubj,noun,n,positive
guarantee,weaksubj,verb,y,positive
guardian,weaksubj,noun,n,positive
guidance,weaksubj,adj,n,positive
guidance,weaksubj,noun,n,positive
guile,strongsubj,noun,n,negative
guilt,strongsubj,noun,n,negative
guiltless,strongsubj,adj,n,positive
guilty,weaksubj,adj,n,negative
guiltily,strongsubj,adverb,n,negative
gullible,strongsubj,adj,n,negative
gush,weaksubj,verb,y,positive
gumption,strongsubj,noun,n,positive
gusto,strongsubj,noun,n,positive
gutsy,strongsubj,adj,n,positive
haggard,strongsubj,adj,n,negative
haggle,strongsubj,verb,y,negative
hail,strongsubj,verb,y,positive
halcyon,strongsubj,adj,n,positive
hale,strongsubj,adj,n,positive
halfhearted,strongsubj,adj,n,negative
halfheartedly,strongsubj,adj,n,negative
halfway,weaksubj,adj,n,neutral
halfway,weaksubj,noun,n,neutral
hallowed,strongsubj,adj,n,positive
hallucinate,strongsubj,verb,y,negative
hallucination,strongsubj,noun,n,negative
halt,weaksubj,adj,n,neutral
hamper,strongsubj,verb,y,negative
hamstring,strongsubj,verb,n,negative
hamstrung,strongsubj,verb,n,negative
handicapped,weaksubj,adj,n,negative
handily,strongsubj,adverb,n,positive
handsome,strongsubj,adj,n,positive
handy,strongsubj,adj,n,positive
hanker,strongsubj,verb,y,positive
hapless,strongsubj,adj,n,negative
haphazard,weaksubj,adj,n,negative
happily,strongsubj,adverb,n,positive
happiness,strongsubj,noun,n,positive
happy,strongsubj,adj,n,positive
harangue,strongsubj,verb,n,negative
harass,weaksubj,verb,y,negative
harassment,strongsubj,adj,n,negative
harassment,strongsubj,noun,n,negative
harboring,weaksubj,adj,n,negative
harboring,weaksubj,noun,n,negative
harbors,weaksubj,adj,n,negative
harbors,weaksubj,noun,n,negative
hard,weaksubj,adj,n,negative
hard-hit,weaksubj,adj,n,negative
hard-line,strongsubj,adj,n,negative
hard-liner,strongsubj,noun,n,negative
hard-working,weaksubj,adj,n,positive
hardball,strongsubj,adj,n,negative
hardball,strongsubj,noun,n,negative
harden,weaksubj,verb,y,negative
hardened,weaksubj,adj,n,negative
hardheaded,strongsubj,adj,n,negative
hardhearted,strongsubj,adj,n,negative
hardier,strongsubj,adj,n,positive
hardier,strongsubj,noun,n,positive
hardliner,weaksubj,noun,n,negative
hardliners,weaksubj,adj,n,negative
hardliners,weaksubj,noun,n,negative
hardly,strongsubj,anypos,n,negative
hardship,strongsubj,noun,n,negative
hardships,strongsubj,adj,n,negative
hardships,strongsubj,noun,n,negative
hardy,weaksubj,adj,n,positive
harm,strongsubj,adj,n,negative
harm,strongsubj,noun,n,negative
harmful,strongsubj,adj,n,negative
harmless,strongsubj,adj,n,positive
harmonious,strongsubj,adj,n,positive
harmoniously,strongsubj,anypos,y,positive
harmonize,strongsubj,verb,y,positive
harmony,strongsubj,adj,n,positive
harmony,strongsubj,noun,n,positive
harms,strongsubj,adj,n,negative
harms,strongsubj,noun,n,negative
harpy,strongsubj,noun,n,negative
harridan,strongsubj,noun,n,negative
harried,strongsubj,adj,n,negative
harrow,strongsubj,verb,y,negative
harsh,strongsubj,adj,n,negative
harshly,strongsubj,anypos,y,negative
hassle,strongsubj,noun,n,negative
haste,strongsubj,adj,n,negative
haste,strongsubj,noun,n,negative
hasty,strongsubj,adj,n,negative
hasty,weaksubj,adj,n,negative
hate,strongsubj,verb,y,negative
hater,strongsubj,noun,n,negative
hateful,strongsubj,adj,n,negative
hatefully,strongsubj,anypos,n,negative
hatefulness,strongsubj,noun,n,negative
haughtily,strongsubj,adverb,n,negative
haughty,strongsubj,adj,n,negative
hatred,strongsubj,noun,n,negative
haunt,weaksubj,verb,y,negative
haunting,strongsubj,adj,n,negative
haven,strongsubj,noun,n,positive
havoc,strongsubj,noun,n,negative
hawkish,strongsubj,adj,n,negative
hawkish,strongsubj,noun,n,negative
hazard,weaksubj,noun,n,negative
hazard,weaksubj,verb,y,negative
hazardous,weaksubj,adj,n,negative
hazy,weaksubj,adj,n,negative
headache,weaksubj,noun,n,negative
headaches,weaksubj,adj,n,negative
headaches,weaksubj,noun,n,negative
headway,weaksubj,noun,n,positive
heady,strongsubj,adj,n,positive
heal,weaksubj,verb,y,positive
healthful,strongsubj,adj,n,positive
healthy,weaksubj,adj,n,positive
healthy,weaksubj,noun,n,positive
heart,weaksubj,adj,n,positive
heartbreak,strongsubj,noun,n,negative
heartbreaker,strongsubj,noun,n,negative
heartbreaking,strongsubj,adj,n,negative
heartbreakingly,strongsubj,adverb,n,negative
hearten,strongsubj,verb,y,positive
heartening,strongsubj,adj,n,positive
heartfelt,strongsubj,adj,n,positive
heartily,strongsubj,adj,n,positive
heartless,strongsubj,adj,n,negative
heartrending,strongsubj,adj,n,negative
heartwarming,strongsubj,adj,n,positive
heathen,strongsubj,adj,n,negative
heathen,strongsubj,noun,n,negative
heaven,weaksubj,noun,n,positive
heavenly,strongsubj,anypos,n,positive
heavily,strongsubj,adverb,n,negative
heavy-duty,weaksubj,adj,n,neutral
heavy-handed,strongsubj,adj,n,negative
heavyhearted,strongsubj,adj,n,negative
heck,strongsubj,adj,n,negative
heck,strongsubj,noun,n,negative
heckle,strongsubj,verb,y,negative
hectic,weaksubj,adj,n,negative
hedge,strongsubj,verb,y,negative
hedonistic,strongsubj,adj,n,negative
heedless,strongsubj,adj,n,negative
hefty,weaksubj,adj,n,neutral
hegemonism,weaksubj,adj,n,negative
hegemonism,weaksubj,noun,n,negative
hegemonistic,strongsubj,adj,n,negative
hegemony,strongsubj,noun,n,negative
hegemony,weaksubj,adj,n,negative
hegemony,weaksubj,noun,n,negative
heinous,strongsubj,adj,n,negative
hell,strongsubj,noun,n,negative
hell-bent,strongsubj,adj,n,negative
hellion,strongsubj,anypos,y,negative
help,weaksubj,adj,n,positive
help,weaksubj,noun,n,positive
help,weaksubj,verb,y,positive
helpful,weaksubj,adj,n,positive
helpless,weaksubj,adj,n,negative
helplessly,weaksubj,adverb,n,negative
helplessness,weaksubj,noun,n,negative
herald,strongsubj,anypos,y,positive
heresy,strongsubj,noun,n,negative
heretic,strongsubj,noun,n,negative
heretical,strongsubj,adj,n,negative
hero,strongsubj,noun,n,positive
heroic,strongsubj,adj,n,positive
heroic,strongsubj,anypos,y,positive
heroically,strongsubj,anypos,n,positive
heroine,strongsubj,noun,n,positive
heroize,strongsubj,verb,y,positive
heros,strongsubj,noun,n,positive
hesitant,strongsubj,adj,n,negative
hideous,strongsubj,adj,n,negative
hideously,strongsubj,adverb,n,negative
hideousness,strongsubj,noun,n,negative
high,weaksubj,adj,n,neutral
high-powered,weaksubj,adj,n,neutral
high-quality,weaksubj,adj,n,positive
highlight,strongsubj,noun,n,positive
highlight,strongsubj,verb,y,positive
hilarious,strongsubj,adj,n,positive
hilariously,strongsubj,anypos,n,positive
hilariousness,strongsubj,noun,n,positive
hilarity,strongsubj,noun,n,positive
hinder,strongsubj,verb,y,negative
hindrance,strongsubj,noun,n,negative
historic,weaksubj,adj,n,positive
hm,strongsubj,anypos,y,neutral
hmm,strongsubj,anypos,y,neutral
hoard,strongsubj,verb,y,negative
hoax,strongsubj,verb,y,negative
hobble,weaksubj,verb,y,negative
hole,weaksubj,noun,n,negative
